"ResponseId","trial","happiness","image","condition"
"R_2CmgP5m5R8tunZ1","filler",1,"positive stimuli present","voluntary facial action"
"R_2CmgP5m5R8tunZ1","filler",1,"positive stimuli present","voluntary facial action"
"R_2CmgP5m5R8tunZ1","happy",1,"positive stimuli present","voluntary facial action"
"R_2CmgP5m5R8tunZ1","neutral",1,"positive stimuli present","voluntary facial action"
"R_2CmmLCpRPfgKbkO","filler",2,"positive stimuli present","facial mimicry"
"R_2CmmLCpRPfgKbkO","filler",2,"positive stimuli present","facial mimicry"
"R_2CmmLCpRPfgKbkO","happy",1.25,"positive stimuli present","facial mimicry"
"R_2CmmLCpRPfgKbkO","neutral",1.75,"positive stimuli present","facial mimicry"
"R_2CNQLCKL9VAVors","filler",4.5,"positive stimuli present","facial mimicry"
"R_2CNQLCKL9VAVors","filler",7,"positive stimuli present","facial mimicry"
"R_2CNQLCKL9VAVors","happy",7,"positive stimuli present","facial mimicry"
"R_2CNQLCKL9VAVors","neutral",6.75,"positive stimuli present","facial mimicry"
"R_2cpFbYfwwzebYVU","filler",1,"positive stimuli present","pen-in-mouth"
"R_2cpFbYfwwzebYVU","filler",1,"positive stimuli present","pen-in-mouth"
"R_2cpFbYfwwzebYVU","happy",1,"positive stimuli present","pen-in-mouth"
"R_2cpFbYfwwzebYVU","neutral",1,"positive stimuli present","pen-in-mouth"
"R_2CPmA7ocECRF7uI","filler",4.25,"positive stimuli present","voluntary facial action"
"R_2CPmA7ocECRF7uI","filler",4,"positive stimuli present","voluntary facial action"
"R_2CPmA7ocECRF7uI","happy",5.5,"positive stimuli present","voluntary facial action"
"R_2CPmA7ocECRF7uI","neutral",5.25,"positive stimuli present","voluntary facial action"
"R_2cqrlXjoqaEH25l","filler",1,"positive stimuli absent","voluntary facial action"
"R_2cqrlXjoqaEH25l","filler",1.25,"positive stimuli absent","voluntary facial action"
"R_2cqrlXjoqaEH25l","happy",1.5,"positive stimuli absent","voluntary facial action"
"R_2cqrlXjoqaEH25l","neutral",2.5,"positive stimuli absent","voluntary facial action"
"R_2CrjrK41DmeLDsc","filler",4,"positive stimuli absent","voluntary facial action"
"R_2CrjrK41DmeLDsc","filler",4,"positive stimuli absent","voluntary facial action"
"R_2CrjrK41DmeLDsc","happy",5.25,"positive stimuli absent","voluntary facial action"
"R_2CrjrK41DmeLDsc","neutral",4,"positive stimuli absent","voluntary facial action"
"R_2CrL4ZHSIyQey1a","filler",3.75,"positive stimuli present","pen-in-mouth"
"R_2CrL4ZHSIyQey1a","filler",1.25,"positive stimuli present","pen-in-mouth"
"R_2CrL4ZHSIyQey1a","happy",1.25,"positive stimuli present","pen-in-mouth"
"R_2CrL4ZHSIyQey1a","neutral",1,"positive stimuli present","pen-in-mouth"
"R_2cuc8QwbXoyufQJ","filler",3.5,"positive stimuli present","voluntary facial action"
"R_2cuc8QwbXoyufQJ","filler",4,"positive stimuli present","voluntary facial action"
"R_2cuc8QwbXoyufQJ","happy",4,"positive stimuli present","voluntary facial action"
"R_2cuc8QwbXoyufQJ","neutral",4.5,"positive stimuli present","voluntary facial action"
"R_2CUEcQw3cocTV8F","filler",4.25,"positive stimuli absent","facial mimicry"
"R_2CUEcQw3cocTV8F","filler",1.25,"positive stimuli absent","facial mimicry"
"R_2CUEcQw3cocTV8F","happy",1.25,"positive stimuli absent","facial mimicry"
"R_2CUEcQw3cocTV8F","neutral",4.25,"positive stimuli absent","facial mimicry"
"R_2cuxcNAMrRLurt4","filler",1,"positive stimuli absent","voluntary facial action"
"R_2cuxcNAMrRLurt4","filler",1,"positive stimuli absent","voluntary facial action"
"R_2cuxcNAMrRLurt4","happy",1,"positive stimuli absent","voluntary facial action"
"R_2cuxcNAMrRLurt4","neutral",1,"positive stimuli absent","voluntary facial action"
"R_2cwot7hQ3MuOkio","filler",6.25,"positive stimuli present","facial mimicry"
"R_2cwot7hQ3MuOkio","filler",6.5,"positive stimuli present","facial mimicry"
"R_2cwot7hQ3MuOkio","happy",6.25,"positive stimuli present","facial mimicry"
"R_2cwot7hQ3MuOkio","neutral",6.25,"positive stimuli present","facial mimicry"
"R_2D1c5RTVVxsw3Wq","filler",1.25,"positive stimuli absent","facial mimicry"
"R_2D1c5RTVVxsw3Wq","filler",2.75,"positive stimuli absent","facial mimicry"
"R_2D1c5RTVVxsw3Wq","happy",3.75,"positive stimuli absent","facial mimicry"
"R_2D1c5RTVVxsw3Wq","neutral",1.75,"positive stimuli absent","facial mimicry"
"R_2D7W5OkuFdHvkde","filler",1,"positive stimuli present","voluntary facial action"
"R_2D7W5OkuFdHvkde","filler",2,"positive stimuli present","voluntary facial action"
"R_2D7W5OkuFdHvkde","happy",2.75,"positive stimuli present","voluntary facial action"
"R_2D7W5OkuFdHvkde","neutral",1,"positive stimuli present","voluntary facial action"
"R_2dA9ptELUUtA8WF","filler",1.75,"positive stimuli present","voluntary facial action"
"R_2dA9ptELUUtA8WF","filler",2.5,"positive stimuli present","voluntary facial action"
"R_2dA9ptELUUtA8WF","happy",1.25,"positive stimuli present","voluntary facial action"
"R_2dA9ptELUUtA8WF","neutral",3.75,"positive stimuli present","voluntary facial action"
"R_2dg3bHehSY4ilrx","filler",1,"positive stimuli present","pen-in-mouth"
"R_2dg3bHehSY4ilrx","filler",1,"positive stimuli present","pen-in-mouth"
"R_2dg3bHehSY4ilrx","happy",1,"positive stimuli present","pen-in-mouth"
"R_2dg3bHehSY4ilrx","neutral",1,"positive stimuli present","pen-in-mouth"
"R_2dL6hcAxRLwuXxz","filler",1,"positive stimuli absent","facial mimicry"
"R_2dL6hcAxRLwuXxz","filler",4,"positive stimuli absent","facial mimicry"
"R_2dL6hcAxRLwuXxz","happy",6.75,"positive stimuli absent","facial mimicry"
"R_2dL6hcAxRLwuXxz","neutral",2,"positive stimuli absent","facial mimicry"
"R_2dLo0z2R1XungeU","filler",2,"positive stimuli absent","pen-in-mouth"
"R_2dLo0z2R1XungeU","filler",3.25,"positive stimuli absent","pen-in-mouth"
"R_2dLo0z2R1XungeU","happy",2,"positive stimuli absent","pen-in-mouth"
"R_2dLo0z2R1XungeU","neutral",2.5,"positive stimuli absent","pen-in-mouth"
"R_2dmU29ogYoouBnq","filler",4.5,"positive stimuli absent","voluntary facial action"
"R_2dmU29ogYoouBnq","filler",4.25,"positive stimuli absent","voluntary facial action"
"R_2dmU29ogYoouBnq","happy",4.25,"positive stimuli absent","voluntary facial action"
"R_2dmU29ogYoouBnq","neutral",4.25,"positive stimuli absent","voluntary facial action"
"R_2dnewCtTYUMM4Lw","filler",2,"positive stimuli absent","voluntary facial action"
"R_2dnewCtTYUMM4Lw","filler",2,"positive stimuli absent","voluntary facial action"
"R_2dnewCtTYUMM4Lw","happy",2,"positive stimuli absent","voluntary facial action"
"R_2dnewCtTYUMM4Lw","neutral",1.75,"positive stimuli absent","voluntary facial action"
"R_2do3RB18P9w0NbF","filler",1,"positive stimuli present","pen-in-mouth"
"R_2do3RB18P9w0NbF","filler",1,"positive stimuli present","pen-in-mouth"
"R_2do3RB18P9w0NbF","happy",1,"positive stimuli present","pen-in-mouth"
"R_2do3RB18P9w0NbF","neutral",1,"positive stimuli present","pen-in-mouth"
"R_2dosdJfrWaTb4Ev","filler",3.5,"positive stimuli present","facial mimicry"
"R_2dosdJfrWaTb4Ev","filler",2.5,"positive stimuli present","facial mimicry"
"R_2dosdJfrWaTb4Ev","happy",2.75,"positive stimuli present","facial mimicry"
"R_2dosdJfrWaTb4Ev","neutral",1,"positive stimuli present","facial mimicry"
"R_2DTCOJYeNvL7ZZv","filler",2.25,"positive stimuli absent","voluntary facial action"
"R_2DTCOJYeNvL7ZZv","filler",6,"positive stimuli absent","voluntary facial action"
"R_2DTCOJYeNvL7ZZv","happy",6,"positive stimuli absent","voluntary facial action"
"R_2DTCOJYeNvL7ZZv","neutral",5.25,"positive stimuli absent","voluntary facial action"
"R_2dtdT6348MiqRUk","filler",1,"positive stimuli present","voluntary facial action"
"R_2dtdT6348MiqRUk","filler",1,"positive stimuli present","voluntary facial action"
"R_2dtdT6348MiqRUk","happy",1,"positive stimuli present","voluntary facial action"
"R_2dtdT6348MiqRUk","neutral",1,"positive stimuli present","voluntary facial action"
"R_2DThG91XoB6k2eP","filler",1,"positive stimuli present","pen-in-mouth"
"R_2DThG91XoB6k2eP","filler",1.75,"positive stimuli present","pen-in-mouth"
"R_2DThG91XoB6k2eP","happy",1,"positive stimuli present","pen-in-mouth"
"R_2DThG91XoB6k2eP","neutral",1,"positive stimuli present","pen-in-mouth"
"R_2dznaguGvg4UnMR","filler",1,"positive stimuli present","pen-in-mouth"
"R_2dznaguGvg4UnMR","filler",1.5,"positive stimuli present","pen-in-mouth"
"R_2dznaguGvg4UnMR","happy",1,"positive stimuli present","pen-in-mouth"
"R_2dznaguGvg4UnMR","neutral",1,"positive stimuli present","pen-in-mouth"
"R_2E1bpxHT0jWB3DF","filler",1,"positive stimuli absent","voluntary facial action"
"R_2E1bpxHT0jWB3DF","filler",1.75,"positive stimuli absent","voluntary facial action"
"R_2E1bpxHT0jWB3DF","happy",1.25,"positive stimuli absent","voluntary facial action"
"R_2E1bpxHT0jWB3DF","neutral",1,"positive stimuli absent","voluntary facial action"
"R_2e3D1fWfzueVgM5","filler",1,"positive stimuli present","voluntary facial action"
"R_2e3D1fWfzueVgM5","filler",1,"positive stimuli present","voluntary facial action"
"R_2e3D1fWfzueVgM5","happy",1.5,"positive stimuli present","voluntary facial action"
"R_2e3D1fWfzueVgM5","neutral",3,"positive stimuli present","voluntary facial action"
"R_2e3RKRePC1Z3FKW","filler",1.75,"positive stimuli present","facial mimicry"
"R_2e3RKRePC1Z3FKW","filler",2,"positive stimuli present","facial mimicry"
"R_2e3RKRePC1Z3FKW","happy",2.75,"positive stimuli present","facial mimicry"
"R_2e3RKRePC1Z3FKW","neutral",2,"positive stimuli present","facial mimicry"
"R_2E4w58Qo4ajUmN3","filler",2,"positive stimuli absent","pen-in-mouth"
"R_2E4w58Qo4ajUmN3","filler",2,"positive stimuli absent","pen-in-mouth"
"R_2E4w58Qo4ajUmN3","happy",2,"positive stimuli absent","pen-in-mouth"
"R_2E4w58Qo4ajUmN3","neutral",2,"positive stimuli absent","pen-in-mouth"
"R_2e9dX3SOCpoaiX4","filler",1,"positive stimuli present","voluntary facial action"
"R_2e9dX3SOCpoaiX4","filler",1,"positive stimuli present","voluntary facial action"
"R_2e9dX3SOCpoaiX4","happy",1,"positive stimuli present","voluntary facial action"
"R_2e9dX3SOCpoaiX4","neutral",4.25,"positive stimuli present","voluntary facial action"
"R_2E9MKPfO3sHKLMO","filler",4,"positive stimuli absent","pen-in-mouth"
"R_2E9MKPfO3sHKLMO","filler",4.25,"positive stimuli absent","pen-in-mouth"
"R_2E9MKPfO3sHKLMO","happy",3.25,"positive stimuli absent","pen-in-mouth"
"R_2E9MKPfO3sHKLMO","neutral",4,"positive stimuli absent","pen-in-mouth"
"R_2eaFM7sb7WNHjrx","filler",1,"positive stimuli absent","pen-in-mouth"
"R_2eaFM7sb7WNHjrx","filler",1,"positive stimuli absent","pen-in-mouth"
"R_2eaFM7sb7WNHjrx","happy",1,"positive stimuli absent","pen-in-mouth"
"R_2eaFM7sb7WNHjrx","neutral",1,"positive stimuli absent","pen-in-mouth"
"R_2EasVjxeI2Co9Dk","filler",1.25,"positive stimuli absent","voluntary facial action"
"R_2EasVjxeI2Co9Dk","filler",1,"positive stimuli absent","voluntary facial action"
"R_2EasVjxeI2Co9Dk","happy",1.75,"positive stimuli absent","voluntary facial action"
"R_2EasVjxeI2Co9Dk","neutral",1.25,"positive stimuli absent","voluntary facial action"
"R_2ebBMdwefMXwjTx","filler",3.75,"positive stimuli present","voluntary facial action"
"R_2ebBMdwefMXwjTx","filler",4,"positive stimuli present","voluntary facial action"
"R_2ebBMdwefMXwjTx","happy",3.75,"positive stimuli present","voluntary facial action"
"R_2ebBMdwefMXwjTx","neutral",4,"positive stimuli present","voluntary facial action"
"R_2EBrzORyBsoRs4i","filler",1.25,"positive stimuli absent","pen-in-mouth"
"R_2EBrzORyBsoRs4i","filler",3,"positive stimuli absent","pen-in-mouth"
"R_2EBrzORyBsoRs4i","happy",1.5,"positive stimuli absent","pen-in-mouth"
"R_2EBrzORyBsoRs4i","neutral",1,"positive stimuli absent","pen-in-mouth"
"R_2EcPsnUyzGahtJw","filler",3.75,"positive stimuli absent","voluntary facial action"
"R_2EcPsnUyzGahtJw","filler",3.5,"positive stimuli absent","voluntary facial action"
"R_2EcPsnUyzGahtJw","happy",1,"positive stimuli absent","voluntary facial action"
"R_2EcPsnUyzGahtJw","neutral",1,"positive stimuli absent","voluntary facial action"
"R_2Eh1lZ4e0VMIF4r","filler",1,"positive stimuli absent","pen-in-mouth"
"R_2Eh1lZ4e0VMIF4r","filler",1,"positive stimuli absent","pen-in-mouth"
"R_2Eh1lZ4e0VMIF4r","happy",1,"positive stimuli absent","pen-in-mouth"
"R_2Eh1lZ4e0VMIF4r","neutral",1,"positive stimuli absent","pen-in-mouth"
"R_2EhKRLYWBAg57FC","filler",4.75,"positive stimuli present","facial mimicry"
"R_2EhKRLYWBAg57FC","filler",5,"positive stimuli present","facial mimicry"
"R_2EhKRLYWBAg57FC","happy",6,"positive stimuli present","facial mimicry"
"R_2EhKRLYWBAg57FC","neutral",5.5,"positive stimuli present","facial mimicry"
"R_2EoC1T0Nh05GeHn","filler",1,"positive stimuli absent","pen-in-mouth"
"R_2EoC1T0Nh05GeHn","filler",1,"positive stimuli absent","pen-in-mouth"
"R_2EoC1T0Nh05GeHn","happy",1,"positive stimuli absent","pen-in-mouth"
"R_2EoC1T0Nh05GeHn","neutral",1,"positive stimuli absent","pen-in-mouth"
"R_2eOPj5QInY83v3n","filler",2.25,"positive stimuli absent","facial mimicry"
"R_2eOPj5QInY83v3n","filler",2.75,"positive stimuli absent","facial mimicry"
"R_2eOPj5QInY83v3n","happy",3.25,"positive stimuli absent","facial mimicry"
"R_2eOPj5QInY83v3n","neutral",3,"positive stimuli absent","facial mimicry"
"R_2eUT03PBONXN6up","filler",1.25,"positive stimuli absent","facial mimicry"
"R_2eUT03PBONXN6up","filler",1.75,"positive stimuli absent","facial mimicry"
"R_2eUT03PBONXN6up","happy",3.25,"positive stimuli absent","facial mimicry"
"R_2eUT03PBONXN6up","neutral",1,"positive stimuli absent","facial mimicry"
"R_2eXAwwJt8etUjW7","filler",6.25,"positive stimuli present","pen-in-mouth"
"R_2eXAwwJt8etUjW7","filler",6.5,"positive stimuli present","pen-in-mouth"
"R_2eXAwwJt8etUjW7","happy",6.75,"positive stimuli present","pen-in-mouth"
"R_2eXAwwJt8etUjW7","neutral",6.75,"positive stimuli present","pen-in-mouth"
"R_2Ezvs8fZN4kzWDe","filler",1.25,"positive stimuli absent","pen-in-mouth"
"R_2Ezvs8fZN4kzWDe","filler",1.5,"positive stimuli absent","pen-in-mouth"
"R_2Ezvs8fZN4kzWDe","happy",1.25,"positive stimuli absent","pen-in-mouth"
"R_2Ezvs8fZN4kzWDe","neutral",1.25,"positive stimuli absent","pen-in-mouth"
"R_2f20dN7vqIEPUcQ","filler",1.25,"positive stimuli absent","pen-in-mouth"
"R_2f20dN7vqIEPUcQ","filler",1,"positive stimuli absent","pen-in-mouth"
"R_2f20dN7vqIEPUcQ","happy",1,"positive stimuli absent","pen-in-mouth"
"R_2f20dN7vqIEPUcQ","neutral",1.5,"positive stimuli absent","pen-in-mouth"
"R_2fBSFfq6G7ZLixC","filler",4,"positive stimuli absent","pen-in-mouth"
"R_2fBSFfq6G7ZLixC","filler",4,"positive stimuli absent","pen-in-mouth"
"R_2fBSFfq6G7ZLixC","happy",4,"positive stimuli absent","pen-in-mouth"
"R_2fBSFfq6G7ZLixC","neutral",4,"positive stimuli absent","pen-in-mouth"
"R_2fDIHhKxHT2MrUG","filler",3.25,"positive stimuli absent","voluntary facial action"
"R_2fDIHhKxHT2MrUG","filler",3.25,"positive stimuli absent","voluntary facial action"
"R_2fDIHhKxHT2MrUG","happy",3.5,"positive stimuli absent","voluntary facial action"
"R_2fDIHhKxHT2MrUG","neutral",3.5,"positive stimuli absent","voluntary facial action"
"R_2fdqnsrgFdpMb08","filler",1,"positive stimuli absent","pen-in-mouth"
"R_2fdqnsrgFdpMb08","filler",1.75,"positive stimuli absent","pen-in-mouth"
"R_2fdqnsrgFdpMb08","happy",1,"positive stimuli absent","pen-in-mouth"
"R_2fdqnsrgFdpMb08","neutral",1,"positive stimuli absent","pen-in-mouth"
"R_2ffDHp2D54hDTFb","filler",3.75,"positive stimuli present","voluntary facial action"
"R_2ffDHp2D54hDTFb","filler",3.75,"positive stimuli present","voluntary facial action"
"R_2ffDHp2D54hDTFb","happy",3.75,"positive stimuli present","voluntary facial action"
"R_2ffDHp2D54hDTFb","neutral",4,"positive stimuli present","voluntary facial action"
"R_2fpxEVpfqWVb4d1","filler",2.5,"positive stimuli present","voluntary facial action"
"R_2fpxEVpfqWVb4d1","filler",3.25,"positive stimuli present","voluntary facial action"
"R_2fpxEVpfqWVb4d1","happy",2.5,"positive stimuli present","voluntary facial action"
"R_2fpxEVpfqWVb4d1","neutral",3,"positive stimuli present","voluntary facial action"
"R_2fqSmU77iThNZPM","filler",1.75,"positive stimuli absent","facial mimicry"
"R_2fqSmU77iThNZPM","filler",1,"positive stimuli absent","facial mimicry"
"R_2fqSmU77iThNZPM","happy",1,"positive stimuli absent","facial mimicry"
"R_2fqSmU77iThNZPM","neutral",1.25,"positive stimuli absent","facial mimicry"
"R_2frC1zFcge8oGFB","filler",1,"positive stimuli present","voluntary facial action"
"R_2frC1zFcge8oGFB","filler",1,"positive stimuli present","voluntary facial action"
"R_2frC1zFcge8oGFB","happy",1.25,"positive stimuli present","voluntary facial action"
"R_2frC1zFcge8oGFB","neutral",1,"positive stimuli present","voluntary facial action"
"R_2fv80HOXnXqYMhJ","filler",2.5,"positive stimuli absent","voluntary facial action"
"R_2fv80HOXnXqYMhJ","filler",2.25,"positive stimuli absent","voluntary facial action"
"R_2fv80HOXnXqYMhJ","happy",3.5,"positive stimuli absent","voluntary facial action"
"R_2fv80HOXnXqYMhJ","neutral",2.5,"positive stimuli absent","voluntary facial action"
"R_2fv9sUhkTgRTRBS","filler",1,"positive stimuli absent","voluntary facial action"
"R_2fv9sUhkTgRTRBS","filler",1,"positive stimuli absent","voluntary facial action"
"R_2fv9sUhkTgRTRBS","happy",1.5,"positive stimuli absent","voluntary facial action"
"R_2fv9sUhkTgRTRBS","neutral",1.75,"positive stimuli absent","voluntary facial action"
"R_2fx0jaSokznOwZT","filler",1.75,"positive stimuli absent","pen-in-mouth"
"R_2fx0jaSokznOwZT","filler",5.25,"positive stimuli absent","pen-in-mouth"
"R_2fx0jaSokznOwZT","happy",2.25,"positive stimuli absent","pen-in-mouth"
"R_2fx0jaSokznOwZT","neutral",3,"positive stimuli absent","pen-in-mouth"
"R_2gmjwNv1OPMhLDH","filler",1,"positive stimuli absent","pen-in-mouth"
"R_2gmjwNv1OPMhLDH","filler",1,"positive stimuli absent","pen-in-mouth"
"R_2gmjwNv1OPMhLDH","happy",1.5,"positive stimuli absent","pen-in-mouth"
"R_2gmjwNv1OPMhLDH","neutral",1.5,"positive stimuli absent","pen-in-mouth"
"R_2i299zDnpW6Lgbv","filler",6,"positive stimuli present","voluntary facial action"
"R_2i299zDnpW6Lgbv","filler",5.5,"positive stimuli present","voluntary facial action"
"R_2i299zDnpW6Lgbv","happy",2.5,"positive stimuli present","voluntary facial action"
"R_2i299zDnpW6Lgbv","neutral",6,"positive stimuli present","voluntary facial action"
"R_2mWf3t5HRTKwB0t","filler",1.75,"positive stimuli present","pen-in-mouth"
"R_2mWf3t5HRTKwB0t","filler",2.25,"positive stimuli present","pen-in-mouth"
"R_2mWf3t5HRTKwB0t","happy",1,"positive stimuli present","pen-in-mouth"
"R_2mWf3t5HRTKwB0t","neutral",1,"positive stimuli present","pen-in-mouth"
"R_2mY49bKcfc5pORb","filler",3,"positive stimuli absent","pen-in-mouth"
"R_2mY49bKcfc5pORb","filler",1,"positive stimuli absent","pen-in-mouth"
"R_2mY49bKcfc5pORb","happy",2,"positive stimuli absent","pen-in-mouth"
"R_2mY49bKcfc5pORb","neutral",2,"positive stimuli absent","pen-in-mouth"
"R_2OHLgqgUIjE5drK","filler",1,"positive stimuli absent","voluntary facial action"
"R_2OHLgqgUIjE5drK","filler",1,"positive stimuli absent","voluntary facial action"
"R_2OHLgqgUIjE5drK","happy",2.25,"positive stimuli absent","voluntary facial action"
"R_2OHLgqgUIjE5drK","neutral",1.25,"positive stimuli absent","voluntary facial action"
"R_2OMFUk3YVudXaey","filler",5.25,"positive stimuli absent","facial mimicry"
"R_2OMFUk3YVudXaey","filler",4.25,"positive stimuli absent","facial mimicry"
"R_2OMFUk3YVudXaey","happy",6,"positive stimuli absent","facial mimicry"
"R_2OMFUk3YVudXaey","neutral",2.5,"positive stimuli absent","facial mimicry"
"R_2OMT6ruoR9YMJei","filler",2.5,"positive stimuli present","voluntary facial action"
"R_2OMT6ruoR9YMJei","filler",3,"positive stimuli present","voluntary facial action"
"R_2OMT6ruoR9YMJei","happy",4,"positive stimuli present","voluntary facial action"
"R_2OMT6ruoR9YMJei","neutral",1,"positive stimuli present","voluntary facial action"
"R_2ONL3p1JP4yjeGM","filler",1,"positive stimuli absent","voluntary facial action"
"R_2ONL3p1JP4yjeGM","filler",1,"positive stimuli absent","voluntary facial action"
